Employee_ID,Age,Gender,Marital_Status,Education_Level,Department,Job_Role,Employment_Type,Years_At_Company,Years_In_Current_Role,Monthly_Income,Salary_Hike_Percent,Job_Level,Performance_Rating,Job_Satisfaction,Work_Life_Balance,Environment_Satisfaction,Relationship_Satisfaction,Training_Hours_Last_Year,Overtime,Remote_Work,Business_Travel,Distance_From_Home,Commute_Time_Minutes,Number_Of_Projects,Team_Size,Manager_Rating,Absence_Days,Promotion_Last_5_Years,Stock_Option,Attrition_Risk_Score,Attrition
204846,31,Female,Single,Bachelor,Operations,Operations Executive,Full-Time,12,9,9553,12.0,4,3,3,3,3,4,20,No,Yes,Never,28,96,2,17,1,9,No,Yes,51,No
204847,43,Female,Married,Bachelor,HR,HR Executive,Full-Time,1,1,5501,14.8,1,4,4,4,3,3,56,Yes,Yes,Never,33,111,2,8,3,7,No,No,61,Yes
204848,31,Female,Married,Bachelor,Finance,Financial Analyst,Full-Time,0,0,6939,15.9,1,3,2,1,1,2,22,No,No,Rarely,9,29,3,2,2,8,No,No,100,Yes
204849,31,Female,Single,Bachelor,Operations,Operations Manager,Full-Time,1,1,5696,15.6,1,3,4,3,3,4,39,No,No,Rarely,7,14,4,14,2,4,No,Yes,54,Yes
204850,44,Female,Married,Bachelor,Finance,Accountant,Full-Time,4,3,9689,9.7,3,3,1,3,4,4,21,No,Yes,Rarely,11,38,4,2,5,7,No,Yes,46,No
204851,44,Male,Married,High School,Marketing,SEO Specialist,Part-Time,6,2,9859,12.5,4,2,2,3,4,2,40,Yes,Yes,Rarely,11,42,2,7,3,3,No,Yes,58,Yes
204852,54,Male,Single,PhD,IT,Software Engineer,Full-Time,9,5,16912,14.1,4,3,4,4,4,4,36,No,No,Rarely,16,45,5,13,2,2,No,Yes,30,No
204853,42,Female,Married,Master,Sales,Business Development,Contract,9,6,13002,19.5,3,3,3,1,2,5,15,No,No,Rarely,20,56,5,9,3,6,No,Yes,47,Yes
204854,46,Male,Married,Bachelor,Operations,Logistics Coordinator,Contract,1,1,6378,8.8,1,4,4,3,3,4,37,No,Yes,Never,32,120,8,13,3,4,No,No,80,Yes
204855,36,Male,Married,High School,Finance,Auditor,Full-Time,1,0,6920,20.6,2,4,4,4,3,5,35,No,Yes,Rarely,15,61,1,6,2,6,No,No,30,No
204856,34,Female,Married,Master,Operations,Operations Executive,Full-Time,5,2,5869,9.7,1,3,4,4,3,3,44,No,Yes,Rarely,15,46,3,8,3,5,No,No,18,No
204857,38,Male,Divorced,Bachelor,IT,Software Engineer,Full-Time,2,1,6042,14.1,1,2,2,5,1,2,61,No,No,Frequently,38,91,8,6,4,10,No,No,88,Yes
204858,31,Male,Single,Master,IT,System Administrator,Full-Time,2,0,7960,15.8,1,2,3,4,5,3,30,Yes,No,Rarely,11,30,3,2,4,3,No,No,46,No
204859,46,Male,Single,Bachelor,IT,IT Manager,Full-Time,1,1,7819,11.5,2,2,3,3,2,3,44,No,No,Rarely,18,55,4,7,3,6,No,No,52,No
204860,29,Female,Married,Bachelor,Sales,Sales Manager,Full-Time,2,1,7070,17.0,3,3,1,3,1,4,58,No,No,Never,6,24,7,7,4,5,No,Yes,60,Yes
204861,43,Female,Single,Master,Sales,Sales Manager,Full-Time,3,2,12199,14.8,3,3,3,4,4,3,39,No,No,Rarely,37,130,4,17,3,6,No,Yes,22,No
204862,55,Female,Single,Master,Finance,Financial Analyst,Contract,1,0,9513,6.6,3,1,4,3,3,4,52,No,Yes,Never,16,47,4,9,3,8,No,Yes,45,No
204863,35,Female,Single,Master,IT,IT Manager,Full-Time,1,1,9033,18.9,2,3,3,5,3,4,40,No,No,Never,29,78,4,7,4,3,No,Yes,36,No
204864,48,Female,Married,High School,IT,IT Manager,Contract,1,1,6954,11.6,2,1,3,2,4,5,16,No,No,Rarely,9,41,1,4,3,8,No,No,54,Yes
204865,39,Female,Married,High School,IT,IT Manager,Full-Time,2,1,5803,16.1,2,3,2,2,3,4,51,Yes,No,Never,10,32,6,19,3,6,No,No,91,Yes
204866,37,Female,Single,Bachelor,Finance,Finance Manager,Full-Time,7,6,10605,18.3,3,4,1,4,3,3,63,No,Yes,Frequently,5,11,2,11,4,4,No,Yes,41,No
204867,44,Female,Single,Bachelor,Marketing,SEO Specialist,Full-Time,1,1,5760,14.3,2,3,1,4,3,2,27,Yes,No,Rarely,6,20,2,14,4,8,No,No,76,Yes
204868,42,Female,Single,Bachelor,Marketing,SEO Specialist,Full-Time,6,0,9602,12.5,4,2,3,4,3,3,40,Yes,No,Rarely,11,45,5,7,4,6,No,Yes,27,No
204869,41,Female,Married,Master,Finance,Financial Analyst,Part-Time,1,1,7481,13.2,1,3,3,5,3,3,18,Yes,No,Rarely,21,53,3,14,3,6,No,No,37,No
204870,36,Female,Single,Bachelor,Sales,Sales Manager,Contract,3,1,8216,10.7,2,3,4,1,2,4,41,Yes,Yes,Never,20,95,3,2,4,8,No,No,87,Yes
204871,30,Female,Married,High School,HR,Recruiter,Full-Time,5,3,6728,9.1,3,3,3,3,2,2,9,No,No,Rarely,16,70,5,14,3,4,No,Yes,35,Yes
204872,51,Female,Married,Bachelor,Finance,Accountant,Full-Time,8,5,10855,15.6,4,3,3,3,3,3,42,Yes,Yes,Never,23,83,1,8,4,3,No,Yes,46,No
204873,39,Female,Married,PhD,IT,Data Analyst,Full-Time,9,9,14317,18.2,3,3,5,4,2,2,10,No,Yes,Rarely,10,43,4,12,2,5,No,Yes,44,Yes
204874,44,Male,Single,High School,IT,System Administrator,Full-Time,9,4,13235,18.6,5,4,5,1,4,1,48,No,No,Frequently,25,78,7,6,4,2,No,Yes,40,No
204875,55,Female,Single,Bachelor,Marketing,Marketing Manager,Full-Time,0,0,5296,20.1,1,4,2,4,5,3,67,No,No,Rarely,45,150,8,13,2,9,No,No,55,No
204876,45,Female,Married,High School,Operations,Operations Executive,Part-Time,5,2,8097,15.6,4,3,3,1,3,4,15,Yes,Yes,Never,13,32,5,7,3,7,No,Yes,47,No
204877,27,Male,Married,Bachelor,Sales,Sales Manager,Full-Time,1,1,5548,16.4,1,4,5,1,4,3,41,Yes,No,Frequently,16,59,5,6,5,3,No,No,88,Yes
204878,26,Female,Married,Bachelor,Finance,Auditor,Full-Time,5,3,9184,14.9,2,3,2,3,3,2,11,No,No,Frequently,17,39,4,9,3,2,No,No,59,Yes
204879,54,Male,Married,High School,Operations,Logistics Coordinator,Full-Time,1,1,5104,15.7,1,5,3,4,4,3,18,No,No,Never,8,18,2,6,4,3,No,Yes,17,No
204880,21,Male,Divorced,Bachelor,Sales,Sales Manager,Full-Time,1,1,7403,22.0,2,4,5,3,4,4,17,No,No,Frequently,13,38,3,5,3,5,No,No,25,No
204881,30,Female,Single,Master,Sales,Business Development,Part-Time,8,4,9705,16.7,3,3,1,3,3,4,46,Yes,No,Rarely,7,24,5,7,2,8,No,Yes,61,No
204882,42,Female,Single,Master,IT,System Administrator,Full-Time,7,0,11705,10.0,2,3,3,4,3,4,51,Yes,No,Rarely,32,114,3,14,2,4,No,No,54,No
204883,39,Female,Married,PhD,Finance,Financial Analyst,Full-Time,9,3,14640,13.5,3,3,5,4,3,5,34,No,No,Rarely,18,71,7,11,4,6,No,Yes,2,No
204884,23,Male,Single,Master,Finance,Finance Manager,Full-Time,5,2,9376,16.3,2,3,2,1,2,3,26,No,Yes,Frequently,10,39,3,2,4,3,No,No,80,Yes
204885,37,Male,Single,Bachelor,Marketing,Content Strategist,Full-Time,19,18,13571,18.6,4,4,5,4,4,3,30,No,No,Rarely,21,38,8,10,2,3,No,Yes,28,No
204886,54,Female,Single,Master,Operations,Operations Manager,Full-Time,24,12,16838,10.2,5,3,3,3,3,2,38,No,No,Rarely,16,56,2,9,3,5,No,Yes,22,No
204887,28,Male,Divorced,Master,HR,HR Executive,Full-Time,9,2,13429,15.4,4,4,3,2,2,4,26,No,No,Rarely,8,30,4,8,4,3,No,Yes,40,No
204888,22,Male,Married,Master,Sales,Sales Executive,Full-Time,0,0,7631,18.8,2,3,4,4,1,1,42,Yes,Yes,Rarely,8,24,4,5,3,4,No,No,58,Yes
204889,30,Female,Married,Master,Operations,Operations Manager,Full-Time,2,0,5507,18.4,1,3,3,1,4,4,0,No,Yes,Frequently,4,14,6,8,3,5,No,No,42,No
204890,37,Female,Single,Bachelor,Marketing,Marketing Manager,Part-Time,8,1,7119,18.9,2,2,2,1,3,5,65,No,Yes,Rarely,3,9,5,7,4,2,No,Yes,44,No
204891,32,Female,Divorced,Bachelor,HR,Recruiter,Full-Time,11,9,8400,17.1,3,3,4,3,4,5,24,No,Yes,Rarely,18,61,3,14,4,3,No,Yes,23,No
204892,45,Male,Married,Bachelor,Finance,Accountant,Full-Time,5,0,7605,16.1,2,3,3,3,2,2,33,No,Yes,Frequently,17,75,5,7,5,4,No,No,72,Yes
204893,47,Male,Single,Bachelor,Marketing,Marketing Executive,Full-Time,3,0,6771,15.6,2,3,2,3,3,4,23,No,Yes,Rarely,19,62,4,7,5,6,No,No,44,No
204894,48,Male,Divorced,Bachelor,HR,HR Manager,Full-Time,4,0,9751,14.9,4,2,4,3,3,1,40,Yes,Yes,Rarely,8,33,4,7,5,6,No,Yes,45,No
204895,45,Male,Single,PhD,Finance,Financial Analyst,Full-Time,6,5,10770,13.1,2,3,5,4,5,3,46,Yes,Yes,Rarely,9,31,6,6,3,6,No,No,45,No
204896,34,Female,Single,Master,IT,IT Manager,Part-Time,3,3,11634,16.9,2,5,4,3,4,2,19,Yes,Yes,Rarely,13,41,4,9,3,11,No,Yes,29,No
204897,31,Male,Married,Master,Finance,Auditor,Contract,2,1,9182,19.4,2,3,4,2,4,2,0,No,No,Rarely,13,38,3,9,4,2,No,Yes,49,No
204898,37,Male,Married,Master,Sales,Sales Executive,Contract,1,1,8701,15.8,2,4,2,5,3,2,21,No,No,Frequently,19,52,5,8,4,5,No,No,85,Yes
204899,45,Female,Single,Master,IT,Data Analyst,Full-Time,1,1,7061,20.9,1,4,2,4,4,3,31,No,Yes,Rarely,8,36,5,2,3,3,No,No,52,Yes
204900,28,Male,Single,High School,Operations,Operations Manager,Contract,4,1,6278,19.5,2,4,3,3,2,4,33,No,Yes,Never,22,83,3,8,3,3,No,No,45,No
204901,39,Female,Married,Master,HR,Training Specialist,Contract,2,1,7790,14.0,2,3,3,4,4,2,23,No,Yes,Rarely,6,18,5,3,4,8,No,No,53,No
204902,45,Male,Single,Bachelor,Marketing,Content Strategist,Contract,1,0,6580,15.1,2,4,3,3,5,3,45,No,No,Rarely,13,41,1,5,2,7,No,No,50,No
204903,46,Female,Married,Master,IT,Data Analyst,Full-Time,0,0,7189,15.8,1,3,4,3,3,3,26,No,No,Rarely,17,81,5,6,4,1,No,No,36,No
204904,42,Male,Married,Master,Finance,Accountant,Full-Time,4,1,8687,14.5,2,3,4,3,3,3,43,Yes,No,Rarely,18,48,3,3,3,9,No,No,40,No
204905,26,Male,Married,Master,HR,HR Executive,Part-Time,0,0,5313,16.2,1,3,3,1,2,2,22,No,Yes,Rarely,1,5,2,10,3,5,No,No,56,No
204906,34,Male,Married,High School,IT,IT Manager,Full-Time,0,0,9697,15.6,3,5,4,3,4,3,16,Yes,No,Rarely,19,53,2,6,2,5,No,Yes,54,No
204907,35,Female,Single,Bachelor,Sales,Account Executive,Part-Time,6,1,9631,18.1,3,3,5,2,4,4,33,No,Yes,Rarely,18,50,8,2,3,2,No,Yes,26,No
204908,19,Female,Married,Bachelor,Marketing,Marketing Manager,Full-Time,1,0,6422,21.7,2,3,2,3,3,3,48,No,No,Rarely,14,46,5,9,2,1,No,Yes,48,Yes
204909,28,Male,Single,Master,HR,Training Specialist,Contract,3,0,7655,10.5,3,3,1,2,3,2,70,No,Yes,Rarely,4,16,3,9,4,2,No,Yes,80,Yes
204910,49,Female,Single,High School,Sales,Sales Executive,Full-Time,9,2,7150,15.4,2,1,4,3,3,1,75,No,Yes,Frequently,18,52,2,8,3,2,No,No,54,No
204911,32,Male,Single,High School,HR,Training Specialist,Full-Time,8,6,6182,17.5,3,3,1,3,5,5,15,No,No,Never,16,69,4,6,3,5,No,Yes,39,No
204912,23,Male,Married,Bachelor,Finance,Finance Manager,Full-Time,5,3,10046,12.6,3,4,5,4,4,2,40,Yes,No,Never,9,23,8,15,1,7,Yes,Yes,40,No
204913,40,Male,Married,Bachelor,IT,IT Manager,Full-Time,3,1,9211,15.0,2,4,1,4,1,3,41,No,Yes,Never,6,20,4,13,1,2,No,Yes,62,No
204914,47,Female,Single,High School,Sales,Account Executive,Full-Time,5,1,5812,22.6,2,3,3,3,3,2,49,Yes,No,Frequently,9,34,5,9,3,11,No,No,46,No
204915,20,Male,Married,Master,Marketing,SEO Specialist,Full-Time,1,0,8077,18.3,2,3,3,4,3,4,51,No,No,Rarely,55,136,3,6,3,4,No,No,26,No
204916,34,Male,Single,High School,HR,Recruiter,Part-Time,4,4,7071,9.5,3,3,2,3,3,3,43,Yes,Yes,Rarely,2,8,6,13,3,9,No,Yes,50,No
204917,28,Female,Single,High School,Marketing,SEO Specialist,Full-Time,10,6,7432,11.5,4,3,4,4,3,4,56,No,No,Rarely,12,39,4,4,3,8,No,Yes,6,No
204918,29,Male,Single,Master,Sales,Business Development,Full-Time,3,1,6550,10.8,2,1,4,3,2,3,25,No,No,Rarely,9,22,5,6,4,7,No,No,44,No
204919,27,Female,Married,Bachelor,Marketing,Content Strategist,Full-Time,0,0,7978,18.8,2,4,3,1,2,3,2,No,Yes,Rarely,26,75,4,7,2,9,No,No,84,Yes
204920,38,Female,Divorced,PhD,HR,Recruiter,Full-Time,2,2,9637,7.2,3,2,3,5,2,3,45,No,No,Rarely,6,27,5,6,1,2,No,Yes,43,No
204921,35,Male,Married,Master,Operations,Operations Manager,Contract,2,1,8784,13.4,2,2,3,3,2,3,36,Yes,No,Rarely,14,67,3,5,4,6,No,No,53,Yes
204922,49,Male,Married,Bachelor,IT,IT Manager,Part-Time,0,0,7151,14.2,2,2,4,3,3,4,33,No,No,Rarely,27,106,4,8,2,5,No,No,57,No
204923,27,Female,Divorced,High School,Sales,Sales Manager,Full-Time,9,6,8079,14.7,2,5,2,4,1,3,25,Yes,Yes,Rarely,32,104,5,8,4,8,No,No,79,Yes
204924,50,Male,Single,Master,Sales,Sales Executive,Full-Time,5,4,10034,13.3,3,2,3,4,3,4,35,No,Yes,Never,15,33,3,13,1,4,No,Yes,35,No
204925,36,Female,Divorced,Master,Sales,Business Development,Full-Time,8,6,14398,20.6,4,5,3,4,1,4,8,No,Yes,Rarely,15,45,6,6,3,3,Yes,Yes,0,No
204926,37,Male,Single,Master,HR,HR Manager,Full-Time,1,0,8232,16.3,2,4,4,2,2,5,54,No,Yes,Rarely,14,28,3,9,2,7,No,Yes,69,Yes
204927,29,Male,Single,Master,Operations,Quality Analyst,Full-Time,4,3,9049,10.8,3,3,3,2,3,3,21,No,No,Rarely,21,65,3,4,3,4,No,Yes,16,No
204928,40,Male,Single,Bachelor,IT,IT Manager,Full-Time,7,4,13377,16.4,4,4,4,2,4,1,42,Yes,Yes,Never,6,23,2,8,4,9,Yes,Yes,25,No
204929,48,Male,Single,Bachelor,Finance,Auditor,Full-Time,1,1,4945,13.3,1,2,4,4,5,3,44,Yes,Yes,Frequently,22,69,2,8,1,7,No,No,49,Yes
204930,28,Male,Single,Bachelor,Marketing,Content Strategist,Full-Time,10,1,8945,14.9,3,3,4,4,3,3,32,No,No,Rarely,2,9,1,6,2,3,No,Yes,14,No
204931,46,Male,Single,Master,Marketing,SEO Specialist,Full-Time,0,0,5830,17.1,1,3,4,2,3,4,21,No,Yes,Never,21,63,6,10,3,4,No,No,39,No
204932,30,Female,Married,Bachelor,IT,IT Manager,Full-Time,0,0,5847,14.3,1,4,5,2,2,3,63,No,Yes,Rarely,39,117,11,8,5,6,No,Yes,52,No
204933,32,Male,Single,Bachelor,Sales,Sales Executive,Contract,6,3,5899,15.9,1,4,4,2,5,4,0,No,Yes,Rarely,12,42,8,4,4,5,Yes,No,37,No
204934,38,Male,Single,Master,Sales,Sales Executive,Full-Time,6,1,8144,15.5,2,4,3,3,3,3,23,Yes,No,Rarely,33,128,4,13,3,10,No,No,63,Yes
204935,36,Male,Married,Master,Operations,Logistics Coordinator,Full-Time,8,0,11551,18.3,5,4,3,4,2,3,40,Yes,No,Never,24,73,3,11,2,6,Yes,Yes,54,No
204936,35,Male,Single,High School,Finance,Finance Manager,Full-Time,2,1,6518,15.6,2,4,2,4,3,3,76,No,No,Never,17,54,7,14,3,3,No,No,47,No
204937,36,Male,Single,Bachelor,Sales,Sales Executive,Contract,1,0,3850,13.3,1,3,3,2,4,4,27,No,Yes,Frequently,2,7,6,2,4,5,No,No,56,No
204938,54,Male,Single,Bachelor,Operations,Quality Analyst,Full-Time,1,0,8158,13.9,2,3,3,5,2,3,56,Yes,No,Rarely,13,58,4,5,5,10,No,Yes,53,Yes
204939,37,Male,Married,Master,HR,HR Manager,Full-Time,0,0,4520,9.5,1,2,2,4,3,2,7,Yes,No,Rarely,32,81,3,11,4,4,No,No,100,Yes
204940,26,Female,Single,Master,IT,Data Analyst,Full-Time,8,3,10867,18.2,2,4,4,3,4,4,15,No,No,Frequently,9,32,6,11,5,2,Yes,No,11,No
204941,25,Male,Married,Bachelor,Sales,Sales Executive,Full-Time,7,0,8317,7.8,2,3,3,4,2,3,49,No,Yes,Never,8,28,3,7,1,6,No,No,51,No
204942,33,Male,Single,High School,IT,System Administrator,Full-Time,4,2,10277,16.4,4,4,4,3,4,3,11,No,Yes,Rarely,13,26,2,7,3,2,No,Yes,16,No
204943,53,Female,Married,Bachelor,IT,System Administrator,Full-Time,34,18,19542,14.2,5,3,3,3,1,4,53,Yes,Yes,Never,9,29,2,8,3,4,No,Yes,45,Yes
204944,59,Male,Single,Master,Operations,Logistics Coordinator,Full-Time,4,2,8041,14.9,3,3,4,3,5,2,64,No,No,Never,37,141,2,8,3,6,No,Yes,49,No
204945,45,Male,Single,Bachelor,Finance,Accountant,Full-Time,3,0,4979,10.6,1,3,3,5,3,3,32,No,Yes,Never,12,46,2,12,3,6,No,No,29,No
204946,25,Male,Single,Master,IT,Data Analyst,Full-Time,1,0,5257,8.5,1,2,2,3,4,1,55,No,No,Never,5,12,7,2,3,4,No,No,67,No
204947,28,Male,Married,Bachelor,Marketing,Marketing Executive,Contract,0,0,6409,12.5,2,3,2,3,4,4,38,No,No,Never,20,63,7,2,5,3,No,No,48,Yes
204948,25,Female,Married,Bachelor,IT,Software Engineer,Full-Time,6,6,13134,11.7,4,3,1,4,3,3,33,No,No,Never,5,17,7,7,3,2,No,Yes,24,No
204949,28,Male,Married,High School,IT,System Administrator,Full-Time,10,9,9886,10.8,3,3,3,3,4,3,31,No,No,Never,19,55,10,9,3,4,No,Yes,14,No
204950,18,Male,Single,Bachelor,Finance,Accountant,Full-Time,0,0,6268,17.1,1,4,4,5,4,3,39,No,Yes,Rarely,14,35,6,10,3,12,No,Yes,19,No
204951,41,Female,Married,Bachelor,IT,System Administrator,Part-Time,1,1,8400,18.9,2,2,2,3,5,3,18,No,No,Never,43,124,4,6,4,7,No,No,73,Yes
204952,30,Male,Single,Master,Finance,Accountant,Full-Time,10,0,13105,13.2,3,4,4,4,5,3,20,No,Yes,Rarely,1,5,2,7,5,3,Yes,Yes,1,No
204953,53,Male,Single,Bachelor,Finance,Auditor,Full-Time,10,10,11495,13.9,3,4,3,3,2,3,33,Yes,Yes,Frequently,6,13,4,2,1,4,No,Yes,53,No
204954,40,Female,Divorced,Master,Sales,Business Development,Full-Time,2,2,7029,13.0,2,2,2,2,3,4,33,No,No,Rarely,17,67,2,3,1,4,No,Yes,43,Yes
204955,43,Male,Divorced,Bachelor,Operations,Quality Analyst,Full-Time,2,2,5365,13.2,1,4,3,2,2,4,44,Yes,No,Rarely,9,36,3,14,3,9,No,Yes,59,No
204956,20,Female,Married,High School,Finance,Auditor,Full-Time,2,2,5826,16.6,2,3,3,3,2,2,64,No,Yes,Never,39,95,7,8,3,4,No,No,53,No
204957,31,Female,Married,Bachelor,Sales,Sales Manager,Full-Time,2,0,7180,12.8,2,2,4,3,4,3,42,Yes,Yes,Rarely,4,8,6,6,2,9,No,Yes,46,Yes
204958,25,Female,Married,Bachelor,IT,IT Manager,Full-Time,7,7,11183,8.8,3,3,3,3,2,2,33,Yes,No,Rarely,13,51,4,9,4,9,No,Yes,32,No
204959,21,Female,Married,Master,Finance,Accountant,Full-Time,3,2,6054,13.9,1,3,2,3,4,2,10,No,Yes,Never,8,31,5,16,4,1,No,No,44,No
204960,41,Male,Single,Bachelor,IT,Software Engineer,Full-Time,2,0,8535,18.1,2,4,2,1,2,3,5,No,Yes,Rarely,12,36,5,2,3,7,No,No,62,Yes
204961,37,Male,Married,Bachelor,Marketing,Marketing Executive,Full-Time,0,0,6777,16.4,2,4,2,2,5,4,32,No,Yes,Rarely,31,116,6,12,3,8,No,No,86,Yes
204962,22,Male,Married,Bachelor,Operations,Quality Analyst,Full-Time,2,0,5041,11.1,1,3,2,3,4,3,23,No,No,Frequently,17,50,6,16,2,4,No,No,61,No
204963,48,Male,Single,Master,Finance,Financial Analyst,Full-Time,4,2,12389,21.4,3,5,3,4,1,3,43,No,No,Never,31,89,2,2,3,8,No,Yes,47,No
204964,42,Male,Married,Master,Finance,Financial Analyst,Part-Time,8,8,14575,16.7,4,4,4,3,4,4,48,No,No,Rarely,7,20,1,10,3,4,No,Yes,16,No
204965,30,Male,Married,Bachelor,Finance,Finance Manager,Part-Time,12,8,14329,15.3,5,5,4,2,2,3,39,No,No,Rarely,6,16,3,15,5,8,Yes,Yes,30,No
204966,41,Female,Married,Bachelor,HR,Recruiter,Part-Time,0,0,4335,16.2,1,3,1,1,3,1,63,No,Yes,Frequently,11,37,3,6,3,9,No,No,71,Yes
204967,37,Female,Single,Bachelor,IT,IT Manager,Full-Time,15,1,14536,17.3,4,2,1,3,4,2,41,No,Yes,Never,22,91,3,3,4,3,No,Yes,55,Yes
204968,30,Female,Married,High School,Marketing,SEO Specialist,Part-Time,9,2,7547,16.0,3,3,3,4,3,3,46,No,No,Frequently,21,57,2,10,3,0,No,Yes,14,No
204969,29,Female,Married,High School,Sales,Business Development,Full-Time,5,2,5444,9.1,2,1,3,2,3,3,47,No,No,Never,26,71,3,5,3,1,No,No,59,Yes
204970,42,Female,Married,High School,IT,Data Analyst,Full-Time,1,0,6540,14.3,2,3,3,3,3,4,23,Yes,Yes,Never,8,33,3,3,4,13,No,No,47,Yes
204971,39,Male,Single,Master,Operations,Logistics Coordinator,Full-Time,1,0,4241,16.5,1,3,1,4,4,4,42,No,Yes,Frequently,19,46,2,8,3,5,No,No,45,No
204972,22,Male,Single,Master,IT,Data Analyst,Full-Time,4,3,10724,14.0,2,5,3,4,3,3,33,No,No,Rarely,17,70,4,13,4,3,No,No,10,No
204973,43,Male,Divorced,Bachelor,IT,Software Engineer,Full-Time,2,0,10811,16.3,3,5,3,4,5,4,62,No,No,Never,5,22,7,6,2,5,No,Yes,6,No
204974,25,Male,Single,Master,IT,Data Analyst,Full-Time,2,2,7837,16.8,1,3,2,1,3,4,57,No,Yes,Never,41,128,4,6,1,4,No,No,84,Yes
204975,31,Female,Married,Master,Finance,Auditor,Full-Time,5,4,9389,18.9,2,5,3,2,1,3,33,No,Yes,Never,6,17,3,5,2,2,Yes,No,35,No
204976,44,Male,Single,Bachelor,Operations,Operations Executive,Contract,3,2,7965,12.7,3,3,4,3,3,3,37,No,No,Rarely,6,17,6,7,3,0,No,Yes,25,No
204977,35,Female,Divorced,Bachelor,Operations,Logistics Coordinator,Full-Time,3,0,8014,12.1,3,2,3,4,2,4,15,Yes,No,Rarely,11,32,9,16,5,4,No,Yes,41,No
204978,44,Male,Divorced,High School,IT,IT Manager,Full-Time,1,1,6711,17.8,1,4,5,3,2,2,35,Yes,No,Rarely,8,14,10,7,4,11,No,No,68,Yes
204979,53,Male,Divorced,PhD,Finance,Auditor,Part-Time,14,14,18532,15.3,4,3,1,2,4,2,31,Yes,Yes,Rarely,11,22,1,11,3,7,No,Yes,73,Yes
204980,29,Female,Single,Bachelor,IT,Data Analyst,Part-Time,3,2,10532,10.7,3,2,4,4,5,3,22,No,No,Rarely,17,53,6,4,4,6,No,Yes,13,No
204981,42,Male,Married,Master,Operations,Quality Analyst,Full-Time,9,5,12532,14.9,4,2,3,3,2,2,39,No,No,Rarely,8,37,2,7,3,2,No,Yes,41,No
204982,44,Female,Divorced,Bachelor,IT,System Administrator,Full-Time,5,2,8270,10.0,2,2,4,2,3,3,40,No,Yes,Rarely,26,87,6,13,3,5,No,No,64,Yes
204983,47,Male,Single,Bachelor,HR,Recruiter,Full-Time,3,0,3349,17.2,1,3,2,2,4,3,60,Yes,Yes,Rarely,6,17,6,8,3,5,No,No,58,Yes
204984,37,Female,Married,Bachelor,HR,Training Specialist,Full-Time,11,5,12301,11.1,5,4,3,3,4,1,31,No,Yes,Rarely,12,37,3,13,5,4,Yes,Yes,1,No
204985,28,Male,Divorced,Bachelor,Finance,Accountant,Full-Time,4,3,10375,15.1,3,3,4,3,5,3,21,No,Yes,Never,9,25,4,2,5,8,No,Yes,24,No
204986,22,Male,Single,Bachelor,Sales,Sales Manager,Contract,4,4,7371,11.6,2,2,3,2,5,3,41,No,Yes,Rarely,10,31,9,3,3,1,No,No,54,No
204987,43,Female,Single,High School,Operations,Operations Manager,Full-Time,4,0,2737,11.1,1,3,3,3,5,4,31,Yes,Yes,Rarely,27,86,1,12,4,5,No,No,71,Yes
204988,45,Female,Divorced,Bachelor,Marketing,SEO Specialist,Full-Time,7,6,11290,12.6,4,2,5,1,3,4,23,No,Yes,Never,7,25,1,6,4,8,No,Yes,33,No
204989,45,Male,Married,Bachelor,Operations,Quality Analyst,Contract,3,0,6377,13.1,2,1,1,4,5,4,11,No,No,Frequently,16,55,1,6,3,5,No,No,64,Yes
204990,42,Male,Married,Master,IT,IT Manager,Part-Time,3,2,8120,19.3,1,3,2,3,3,5,42,Yes,No,Rarely,6,17,6,12,3,7,No,No,66,No
204991,27,Male,Married,Master,Finance,Financial Analyst,Full-Time,5,3,9119,18.0,2,4,4,5,3,2,3,No,No,Never,16,69,1,16,2,5,Yes,No,24,No
204992,45,Female,Married,High School,Finance,Accountant,Full-Time,7,1,6606,14.5,2,5,3,3,3,3,57,No,No,Rarely,17,57,1,14,2,2,No,No,45,No
204993,19,Male,Single,Bachelor,Finance,Finance Manager,Full-Time,1,1,5494,5.9,2,1,4,3,4,4,43,No,Yes,Never,10,40,2,12,2,5,No,No,52,Yes
204994,43,Male,Married,Master,Sales,Sales Executive,Full-Time,14,0,15039,14.3,4,5,4,2,4,4,48,No,Yes,Never,8,21,3,10,3,5,Yes,Yes,5,No
204995,26,Male,Single,Bachelor,IT,IT Manager,Full-Time,3,3,8213,18.9,2,3,1,3,3,3,37,Yes,No,Frequently,12,41,6,10,4,8,No,No,62,Yes
204996,26,Female,Divorced,High School,IT,Data Analyst,Full-Time,3,3,7617,13.7,3,3,1,2,5,4,18,Yes,No,Frequently,60,150,6,12,3,9,No,Yes,90,Yes
204997,23,Male,Married,Bachelor,Sales,Sales Manager,Contract,5,0,7783,12.1,2,2,3,3,3,2,79,No,Yes,Rarely,3,13,5,3,3,6,No,No,35,No
204998,19,Female,Married,High School,IT,IT Manager,Full-Time,1,0,7695,14.2,2,4,2,3,3,4,24,No,No,Never,10,40,3,12,3,5,No,Yes,29,No
204999,44,Male,Married,Bachelor,Operations,Operations Executive,Full-Time,1,1,3659,18.9,1,4,4,2,3,4,60,No,No,Rarely,17,67,2,2,3,10,No,Yes,33,No
